External_ID__c,Resource_Type__c,Organization_Name__c,Phone__c,Website__c,Email__c,Address__c,City__c,State__c,Zip_Code__c,Latitude__c,Longitude__c,Is_24_7__c,Serves_LGBTQIA__c,LGBTQ_Specialized__c,Trans_Inclusive__c,Non_Binary_Inclusive__c,Serves_BIPOC__c,BIPOC_Led__c,Serves_Male_Identifying__c,Serves_Undocumented__c,U_Visa_Support__c,VAWA_Support__c,No_ICE_Contact__c,Serves_Disabled__c,Wheelchair_Accessible__c,Serves_Deaf__c,ASL_Interpreter__c,Is_Free__c,Sliding_Scale__c,Services__c,Languages_Supported__c,Culturally_Specific__c,Description__c
SH387,Legal_Forms,Nebraska Court Forms,402-471-3730,supremecourt.nebraska.gov/forms,,,Lincoln,NE,68508,40.8136,-96.7026,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Protective Order Forms;Pro Se Templates;Emergency Custody;Free Download,English;Spanish,,Services: Protective Order Forms;Pro Se Templates;Emergency Custody;Free Download
SH388,Legal_Forms,Nevada Self-Help Center,702-471-4516,selfhelp.nvcourts.gov,,,Las Vegas,NV,89101,36.1699,-115.1398,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Protective Order Forms;Pro Se Instructions;TPO Forms;Spanish Forms,English;Spanish,Latinx,Services: Protective Order Forms;Pro Se Instructions;TPO Forms;Spanish Forms
SH389,Legal_Forms,New Hampshire Legal Forms,603-271-2521,www.courts.nh.gov/our-courts/forms,,,Concord,NH,03301,43.2081,-71.5376,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Protective Order Forms;Pro Se Help;Emergency Orders;Rural Access,English,,Services: Protective Order Forms;Pro Se Help;Emergency Orders;Rural Access
SH390,Legal_Forms,New Jersey Pro Se Forms,609-421-6100,njcourts.gov/forms,,,Trenton,NJ,08625,40.2206,-74.7597,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Protective Order Forms;Pro Se Templates;TRO/FRO Forms;Multiple Languages,English;Spanish,,Services: Protective Order Forms;Pro Se Templates;TRO/FRO Forms;Multiple Languages
SH391,Legal_Forms,New Mexico Court Forms,505-827-4860,www.nmcourts.gov/forms,,,Santa Fe,NM,87501,35.6870,-105.9378,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Protective Order Forms;Pro Se Help;Emergency Custody;Spanish/Navajo,English;Spanish;Navajo,Latinx;Native American,Services: Protective Order Forms;Pro Se Help;Emergency Custody;Spanish/Navajo
SH392,Legal_Forms,New York DIY Forms,212-428-9071,ww2.nycourts.gov/forms,,,New York,NY,10007,40.7128,-74.0060,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Protective Order Forms;Pro Se Templates;Family Court Forms;Multiple Languages,English;Spanish;Chinese;Russian,,Services: Protective Order Forms;Pro Se Templates;Family Court Forms;Multiple Languages
SH393,Legal_Forms,North Carolina Legal Forms,919-890-1000,www.nccourts.gov/help-topics/family-and-children/domestic-violence,,,Raleigh,NC,27601,35.7796,-78.6382,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Protective Order Forms;Pro Se Instructions;DVPO Forms;Spanish Available,English;Spanish,Latinx,Services: Protective Order Forms;Pro Se Instructions;DVPO Forms;Spanish Available
SH394,Legal_Forms,North Dakota Court Forms,701-328-4216,www.ndcourts.gov/legal-self-help/forms,,,Bismarck,ND,58501,46.8083,-100.7837,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Protective Order Forms;Pro Se Help;Emergency Orders;Rural Access,English,,Services: Protective Order Forms;Pro Se Help;Emergency Orders;Rural Access
SH395,Legal_Forms,Ohio Legal Forms,614-387-9750,www.supremecourt.ohio.gov/JCS/domesticViolence,,,Columbus,OH,43215,39.9612,-82.9988,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Protective Order Forms;Pro Se Templates;CPO/TPO Forms;Free Forms,English;Spanish,,Services: Protective Order Forms;Pro Se Templates;CPO/TPO Forms;Free Forms
SH396,Legal_Forms,Oklahoma Pro Se Center,405-556-9300,www.oscn.net/forms,,,Oklahoma City,OK,73102,35.4676,-97.5164,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Protective Order Forms;Pro Se Help;Emergency Orders;Native American Access,English,Native American,Services: Protective Order Forms;Pro Se Help;Emergency Orders;Native American Access
SH397,Legal_Forms,Oregon Court Forms,503-986-5500,www.courts.oregon.gov/forms,,,Salem,OR,97301,44.9429,-123.0351,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Protective Order Forms;Pro Se Templates;FAPA/Stalking Orders;Spanish Forms,English;Spanish,Latinx,Services: Protective Order Forms;Pro Se Templates;FAPA/Stalking Orders;Spanish Forms
SH398,Legal_Forms,Pennsylvania Legal Forms,717-231-3300,www.pacourts.us/forms,,,Harrisburg,PA,17101,40.2732,-76.8867,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Protective Order Forms;Pro Se Instructions;PFA Forms;Free Download,English;Spanish,,Services: Protective Order Forms;Pro Se Instructions;PFA Forms;Free Download
SH399,Legal_Forms,Rhode Island Court Forms,401-222-3272,www.courts.ri.gov/Courts/districtcourt/PDF/Forms,,,Providence,RI,02903,41.8240,-71.4128,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Protective Order Forms;Pro Se Help;Restraining Orders;Portuguese Available,English;Spanish;Portuguese,,Services: Protective Order Forms;Pro Se Help;Restraining Orders;Portuguese Available
SH400,Legal_Forms,South Carolina Legal Forms,803-734-1800,www.sccourts.org/forms,,,Columbia,SC,29201,34.0007,-81.0348,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Protective Order Forms;Pro Se Templates;Emergency Orders;Free Forms,English;Spanish,,Services: Protective Order Forms;Pro Se Templates;Emergency Orders;Free Forms
SH401,Legal_Forms,South Dakota Court Forms,605-773-3474,ujs.sd.gov/Forms,,,Pierre,SD,57501,44.3683,-100.3512,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Protective Order Forms;Pro Se Instructions;Emergency Custody;Rural Focus,English,,Services: Protective Order Forms;Pro Se Instructions;Emergency Custody;Rural Focus
SH402,Legal_Forms,Tennessee Legal Forms,615-741-2687,www.tncourts.gov/programs/self-help-center/forms,,,Nashville,TN,37243,36.1627,-86.7816,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Protective Order Forms;Pro Se Help;Order of Protection;Spanish Forms,English;Spanish,Latinx,Services: Protective Order Forms;Pro Se Help;Order of Protection;Spanish Forms
SH403,Legal_Forms,Texas Legal Forms,512-463-1625,www.txcourts.gov/programs-services/program-information/forms,,,Austin,TX,78701,30.2672,-97.7431,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Protective Order Forms;Pro Se Templates;Emergency Orders;Spanish Available,English;Spanish,Latinx,Services: Protective Order Forms;Pro Se Templates;Emergency Orders;Spanish Available
SH404,Legal_Forms,Utah Court Forms,801-578-3800,www.utcourts.gov/howto/family/cohabitantabuse,,,Salt Lake City,UT,84114,40.7608,-111.8910,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Protective Order Forms;Pro Se Instructions;Cohabitant Abuse;Free Forms,English;Spanish,,Services: Protective Order Forms;Pro Se Instructions;Cohabitant Abuse;Free Forms
SH405,Legal_Forms,Vermont Court Forms,802-828-3278,www.vermontjudiciary.org/self-help,,,Montpelier,VT,05609,44.2601,-72.5754,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Protective Order Forms;Pro Se Help;Relief from Abuse;Rural Access,English,,Services: Protective Order Forms;Pro Se Help;Relief from Abuse;Rural Access
SH406,Legal_Forms,Virginia Legal Forms,804-786-6455,www.vacourts.gov/forms/district/home.html,,,Richmond,VA,23219,37.5407,-77.4360,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Protective Order Forms;Pro Se Templates;Emergency Orders;Spanish Forms,English;Spanish,,Services: Protective Order Forms;Pro Se Templates;Emergency Orders;Spanish Forms
SH407,Legal_Forms,Washington State Court Forms,360-705-5328,www.courts.wa.gov/forms,,,Olympia,WA,98504,47.0379,-122.9007,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Protective Order Forms;Pro Se Help;DVPO/Anti-Harassment;Multiple Languages,English;Spanish;Vietnamese;Korean,,Services: Protective Order Forms;Pro Se Help;DVPO/Anti-Harassment;Multiple Languages
SH408,Legal_Forms,West Virginia Court Forms,304-558-0145,www.courtswv.gov/public-resources/forms,,,Charleston,WV,25301,38.3498,-81.6326,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Protective Order Forms;Pro Se Instructions;DVPOs;Rural Focus,English,,Services: Protective Order Forms;Pro Se Instructions;DVPOs;Rural Focus
SH409,Legal_Forms,Wisconsin Legal Forms,608-266-6828,www.wicourts.gov/forms1,,,Madison,WI,53703,43.0731,-89.4012,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Protective Order Forms;Pro Se Templates;Restraining Orders;Hmong Available,English;Spanish;Hmong,,Services: Protective Order Forms;Pro Se Templates;Restraining Orders;Hmong Available
SH410,Legal_Forms,Wyoming Court Forms,307-777-7583,www.courts.state.wy.us/legal-assistance/forms,,,Cheyenne,WY,82002,41.1400,-104.8202,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Protective Order Forms;Pro Se Instructions;Emergency Orders;Rural Access,English,,Services: Protective Order Forms;Pro Se Instructions;Emergency Orders;Rural Access
SH411,Reproductive_Healthcare,Planned Parenthood Los Angeles,323-226-0800,www.plannedparenthood.org/losangeles,,5901 Pico Blvd,Los Angeles,CA,90035,34.0522,-118.3723,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,0,FALSE,TRUE,Reproductive Healthcare;Pregnancy Options Counseling;Procedures;Post-Procedure Care;STI Testing,English;Spanish;Korean;Chinese,,Services: Reproductive Healthcare;Pregnancy Options Counseling;Procedures;Post-Procedure Care;STI Testing
SH412,Reproductive_Healthcare,Carafem San Francisco,415-555-0150,www.carafem.org,info@carafem.org,123 Market St Suite 500,San Francisco,CA,94103,37.7899,-122.3994,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,0,FALSE,TRUE,Reproductive Healthcare;Medication Procedures;Telehealth;Follow-up Care,English;Spanish,,Services: Reproductive Healthcare;Medication Procedures;Telehealth;Follow-up Care
SH413,Reproductive_Healthcare,Planned Parenthood NYC - Margaret Sanger Center,212-965-7000,www.plannedparenthood.org/nyc,,26 Bleecker St,New York,NY,10012,40.7258,-73.9938,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,0,FALSE,TRUE,Reproductive Healthcare;Pregnancy Testing;Options Counseling;Procedures;Post-Procedure Care,English;Spanish;Chinese;Russian,,Services: Reproductive Healthcare;Pregnancy Testing;Options Counseling;Procedures;Post-Procedure Care
SH414,Reproductive_Healthcare,Chicago Women's Health Center,773-935-6126,www.chicagowomenshealthcenter.org,,4025 N Sheridan Rd,Chicago,IL,60613,41.9563,-87.6542,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,0,FALSE,TRUE,Reproductive Healthcare;Pregnancy Options Counseling;Procedures;Emotional Support,English;Spanish;Polish,,Services: Reproductive Healthcare;Pregnancy Options Counseling;Procedures;Emotional Support
SH415,Reproductive_Healthcare,Boulder Valley Women's Health Center,303-442-5160,www.bvwhc.org,,2855 Valmont Rd,Boulder,CO,80301,40.0281,-105.2517,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,0,FALSE,TRUE,Reproductive Healthcare;Pregnancy Testing;Options Counseling;Procedures;Post-Procedure Support,English;Spanish,,Services: Reproductive Healthcare;Pregnancy Testing;Options Counseling;Procedures;Post-Procedure Support
SH416,Reproductive_Healthcare,Cedar River Clinics Seattle,206-763-7545,www.cedarriverclinics.org,,1401 East Jefferson St,Seattle,WA,98122,47.6035,-122.3120,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,0,FALSE,TRUE,Reproductive Healthcare;Pregnancy Options Counseling;Procedures;Post-Procedure Care,English;Spanish;Vietnamese,,Services: Reproductive Healthcare;Pregnancy Options Counseling;Procedures;Post-Procedure Care
SH417,Reproductive_Healthcare,Portland Women's Healthcare,503-248-8450,www.portlandwomenshealthcare.com,,3231 NE Sandy Blvd,Portland,OR,97232,45.5327,-122.6312,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,0,FALSE,TRUE,Reproductive Healthcare;Pregnancy Testing;Options Counseling;Procedures;Emotional Support,English;Spanish,,Services: Reproductive Healthcare;Pregnancy Testing;Options Counseling;Procedures;Emotional Support
SH418,Reproductive_Healthcare,Southwestern Women's Options Albuquerque,505-242-7512,www.swwoptions.com,,1918 Randolph Rd SE,Albuquerque,NM,87106,35.0668,-106.6116,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,0,FALSE,TRUE,Reproductive Healthcare;Pregnancy Options Counseling;Procedures;Later Care Services,English;Spanish,,Services: Reproductive Healthcare;Pregnancy Options Counseling;Procedures;Later Care Services
SH419,Reproductive_Healthcare,Planned Parenthood Maryland,410-576-1414,www.plannedparenthood.org/maryland,,330 N Howard St,Baltimore,MD,21201,39.2904,-76.6122,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,0,FALSE,TRUE,Reproductive Healthcare;Pregnancy Testing;Options Counseling;Procedures;Post-Procedure Care,English;Spanish,,Services: Reproductive Healthcare;Pregnancy Testing;Options Counseling;Procedures;Post-Procedure Care
SH420,Reproductive_Healthcare,Minneapolis Planned Parenthood,612-823-6300,www.plannedparenthood.org/minnesota,,1200 Lagoon Ave,Minneapolis,MN,55408,44.9489,-93.2978,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,0,FALSE,TRUE,Reproductive Healthcare;Pregnancy Options Counseling;Procedures;Post-Procedure Support,English;Spanish;Somali;Hmong,,Services: Reproductive Healthcare;Pregnancy Options Counseling;Procedures;Post-Procedure Support
SH421,Recovery_Housing,Hope Haven Recovery House LA,323-555-0200,www.hopehavenla.org,,Confidential Location,Los Angeles,CA,90015,34.0407,-118.2468,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,Recovery Housing;Post-Procedure Care;Meals;Transportation,English;Spanish,,Services: Recovery Housing;Post-Procedure Care;Meals;Transportation
SH422,Recovery_Housing,Safe Space Recovery SF,415-555-0175,www.safespacerecoverysf.org,,Confidential Location,San Francisco,CA,94102,37.7799,-122.4182,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,Recovery Housing;Post-Procedure Care;Meals;Emotional Support,English;Spanish,[LGBTQ+],Services: Recovery Housing;Post-Procedure Care;Meals;Emotional Support
SH423,Recovery_Housing,Healing House NYC,212-555-0210,www.healinghouse nyc.org,,Confidential Location,New York,NY,10003,40.7328,-73.9901,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,Recovery Housing;Post-Procedure Care;Meals;Transportation;Emotional Support,English;Spanish;Chinese,,Services: Recovery Housing;Post-Procedure Care;Meals;Transportation;Emotional Support
SH424,Recovery_Housing,Midwest Recovery Haven,773-555-0185,www.midwestrecoveryhaven.org,,Confidential Location,Chicago,IL,60614,41.9220,-87.6530,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,Recovery Housing;Post-Procedure Care;Meals;Support Groups,English;Spanish,,Services: Recovery Housing;Post-Procedure Care;Meals;Support Groups
SH425,Recovery_Housing,Pacific Northwest Recovery House,206-555-0195,www.pnrecoveryhouse.org,,Confidential Location,Seattle,WA,98102,47.6323,-122.3210,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,Recovery Housing;Post-Procedure Care;Meals;Transportation,English;Spanish;Vietnamese,,Services: Recovery Housing;Post-Procedure Care;Meals;Transportation
SH426,Childcare,Survivor Support Childcare LA,323-555-0300,www.survivorchildcarela.org,info@survivorchildcare.org,456 Hope St,Los Angeles,CA,90013,34.0522,-118.2437,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,Childcare During Appointments;Childcare During Recovery;Emergency Childcare;Overnight Care,English;Spanish,,Services: Childcare During Appointments;Childcare During Recovery;Emergency Childcare;Overnight Care
SH427,Childcare,Safe Kids Care SF,415-555-0310,www.safekidscaresf.org,,789 Mission St,San Francisco,CA,94103,37.7837,-122.4040,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,Childcare During Appointments;Childcare During Recovery;Multi-day Care,English;Spanish;Chinese,[LGBTQ+],Services: Childcare During Appointments;Childcare During Recovery;Multi-day Care
SH428,Childcare,Children First NYC,212-555-0320,www.childrenfirstnyc.org,,321 Broadway,New York,NY,10007,40.7152,-74.0062,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,Childcare During Appointments;Childcare During Recovery;Emergency Care,English;Spanish;Chinese;Russian,,Services: Childcare During Appointments;Childcare During Recovery;Emergency Care
SH429,Childcare,Windy City Children's Haven,773-555-0330,www.windycitychildrenshaven.org,,654 W Division St,Chicago,IL,60610,41.9032,-87.6442,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,Childcare During Appointments;Childcare During Recovery;Overnight Care,English;Spanish;Polish,,Services: Childcare During Appointments;Childcare During Recovery;Overnight Care
SH430,Childcare,Emerald City Kids Care,206-555-0340,www.emeraldcitykidscare.org,,987 Pine St,Seattle,WA,98101,47.6112,-122.3358,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,Childcare During Appointments;Childcare During Recovery;Multi-day Care,English;Spanish;Vietnamese,,Services: Childcare During Appointments;Childcare During Recovery;Multi-day Care
SH431,Financial Assistance,National Abortion Federation Hotline,800-772-9100,www.prochoice.org/naf-hotline,,,Washington,DC,20005,38.9072,-77.0369,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Financial Assistance;Travel Funding;Procedure Funding;Lodging Assistance;Hotline Support,English;Spanish,,Services: Financial Assistance;Travel Funding;Procedure Funding;Lodging Assistance;Hotline Support
SH432,Financial Assistance,Access Reproductive Justice,510-649-1830,www.accessrj.org,,,Oakland,CA,94612,37.8044,-122.2712,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Travel Funding;Procedure Funding;Lodging Assistance;Childcare Funding,English;Spanish;Chinese,"[Black,Asian]",Services: Travel Funding;Procedure Funding;Lodging Assistance;Childcare Funding
SH433,Financial Assistance,Chicago Abortion Fund,312-663-0338,www.chicagoabortionfund.org,,,Chicago,IL,60614,41.9220,-87.6530,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Procedure Funding;Travel Assistance;Lodging Help;Practical Support,English;Spanish,,Services: Procedure Funding;Travel Assistance;Lodging Help;Practical Support
SH434,Financial Assistance,Northwest Abortion Access Fund,206-453-2235,www.nwaafund.org,,,Seattle,WA,98102,47.6323,-122.3210,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Travel Funding;Procedure Funding;Lodging Assistance;Childcare Funding,English;Spanish,,Services: Travel Funding;Procedure Funding;Lodging Assistance;Childcare Funding
SH435,Financial Assistance,New York Abortion Access Fund,212-252-4757,www.nyaaf.org,,,New York,NY,10003,40.7328,-73.9901,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Procedure Funding;Travel Assistance;Lodging Help;Practical Support,English;Spanish,,Services: Procedure Funding;Travel Assistance;Lodging Help;Practical Support
SH436,Accompaniment,Planned Parenthood Escort Network LA,323-555-0400,www.ppescortla.org,,,Los Angeles,CA,90015,34.0407,-118.2468,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Clinic Accompaniment;Travel Accompaniment;Emotional Support;Safety Escorts,English;Spanish,[LGBTQ+],Services: Clinic Accompaniment;Travel Accompaniment;Emotional Support;Safety Escorts
SH437,Accompaniment,Haven Coalition NYC,917-669-4228,www.havencoalition.org,,,New York,NY,10003,40.7328,-73.9901,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Housing Coordination;Accompaniment;Emotional Support;Practical Support,English;Spanish,,Services: Housing Coordination;Accompaniment;Emotional Support;Practical Support
SH438,Accompaniment,Reproductive Health Doulas Seattle,206-555-0410,www.reproductivehealthdoulasseattle.org,,,Seattle,WA,98102,47.6323,-122.3210,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Clinic Accompaniment;Emotional Support;Post-Procedure Support;Travel Accompaniment,English;Spanish,[LGBTQ+],Services: Clinic Accompaniment;Emotional Support;Post-Procedure Support;Travel Accompaniment
SH439,Accompaniment,Midwest Access Coalition,847-750-6224,www.midwestaccesscoalition.org,,,Chicago,IL,60614,41.9220,-87.6530,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Logistical Support;Travel Coordination;Lodging Assistance;Accompaniment,English;Spanish,,Services: Logistical Support;Travel Coordination;Lodging Assistance;Accompaniment
SH440,Accompaniment,Clinics Access Support Network,503-555-0420,www.clinicsaccesssupport.org,,,Portland,OR,97232,45.5327,-122.6312,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Clinic Accompaniment;Travel Accompaniment;Emotional Support;Safety Escorts,English;Spanish,,Services: Clinic Accompaniment;Travel Accompaniment;Emotional Support;Safety Escorts
SH441,Reproductive_Healthcare,Planned Parenthood Philadelphia,215-351-5500,www.plannedparenthood.org/pa,,1144 Locust St,Philadelphia,PA,19107,39.9479,-75.1598,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,0,FALSE,TRUE,Reproductive Healthcare;Pregnancy Testing;Options Counseling;Procedures;Post-Procedure Care,English;Spanish,,Services: Reproductive Healthcare;Pregnancy Testing;Options Counseling;Procedures;Post-Procedure Care
SH442,Reproductive_Healthcare,Planned Parenthood Boston,617-616-1660,www.plannedparenthood.org/massachusetts,,1055 Commonwealth Ave,Boston,MA,02215,42.3505,-71.1054,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,0,FALSE,TRUE,Reproductive Healthcare;Pregnancy Options Counseling;Procedures;Post-Procedure Care,English;Spanish;Portuguese,,Services: Reproductive Healthcare;Pregnancy Options Counseling;Procedures;Post-Procedure Care
SH443,Reproductive_Healthcare,Planned Parenthood Rhode Island,401-421-9620,www.plannedparenthood.org/rhodeisland,,111 Point St,Providence,RI,02903,41.8240,-71.4128,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,0,FALSE,TRUE,Reproductive Healthcare;Pregnancy Testing;Options Counseling;Procedures,English;Spanish;Portuguese,,Services: Reproductive Healthcare;Pregnancy Testing;Options Counseling;Procedures
